C1;H1;-0.36;0.5;1.0
C2;H2;3.95;0.5;1.0
C2;C10;-0.81;0.5;1.0
C3;H3;-0.66;0.5;1.0
C4;H4a;6.16;0.5;1.0
C4;H4s;-2.53;0.5;1.0
C5;H5;-12.83;0.5;1.0
C6;C8;0.82;0.5;1.0
C6;C9;-0.03;0.5;1.0
C7;H7a;11.54;0.5;1.0
C7;H7s;3.18;0.5;1.0
H1;H2;4.14;0.5;1.0
H1;H3;0.39;0.5;1.0
H1;H4a;0.10;0.5;1.0
H1;H4s;-0.08;0.5;1.0
H1;H5;-0.91;0.5;1.0
H1;H7a;0.69;0.5;1.0
H1;H7s;-3.11;0.5;1.0
H2;H3;-0.32;0.5;1.0
H2;H4a;-1.39;0.5;1.0
H2;H4s;-0.64;0.5;1.0
H2;H7a;-4.37;0.5;1.0
H2;H7s;-0.46;0.5;1.0
H3;H4a;-1.53;0.5;1.0
H3;H4s;-5.92;0.5;1.0
H3;H5;-0.48;0.5;1.0
H3;H7a;-0.11;0.5;1.0
H3;H7s;0.01;0.5;1.0
H4a;H4s;3.66;0.5;1.0
H4a;H5;3.24;0.5;1.0
H4a;H7a;-0.10;0.5;1.0
H4a;H7s;0.75;0.5;1.0
H4s;H5;0.80;0.5;1.0
H4s;H7a;-0.13;0.5;1.0
H4s;H7s;0.12;0.5;1.0
H5;H7a;-0.75;0.5;1.0
H5;H7s;-1.33;0.5;1.0
H7a;H7s;10.23;0.5;1.0
C1;C6;-0.29;0.5;1.0
C1;C7;-0.55;0.5;1.0
C2;C3;-0.05;0.5;1.0
C3;C4;-1.10;0.5;1.0
C4;C5;0.80;0.5;1.0
C5;C7;-0.31;0.5;1.0
