C1;C2;-1,0153;0,5;1,0
C1;C5;0,087655;0,5;1,0
C1;C9;0,78361;0,5;1,0
C2;H2a;-3,6007;0,5;1,0
C2;H2s;12,785;0,5;1,0
C5;H5;10,978;0,5;1,0
C5;C6;-1,3525;0,5;1,0
C6;H6a;8,4209;0,5;1,0
C6;H6s;4,5196;0,5;1,0
C6;C7;0,15512;0,5;1,0
C7;H7;-12,434;0,5;1,0
C7;C8;0,61242;0,5;1,0
C7;C10;-0,051997;0,5;1,0
C8;H8a;9,209;0,5;1,0
C8;H8s;-0,15887;0,5;1,0
C8;C9;-1,3083;0,5;1,0
C9;H9a;7,0464;0,5;1,0
C9;H9s;-1,3563;0,5;1,0
C10;C11;0,89483;0,5;1,0
C10;C12;0,20897;0,5;1,0
H2a;H2s;8,9028;0,5;1,0
H2a;H5;-0,61824;0,5;1,0
H2a;H9a;0,13776;0,5;1,0
H2a;H9s;-1,3409;0,5;1,0
H2s;H5;0,55498;0,5;1,0
H2s;H9a;0,96558;0,5;1,0
H2s;H9s;0,90945;0,5;1,0
H5;H6a;-6,1843;0,5;1,0
H5;H6s;-0,82824;0,5;1,0
H5;H8a;-0,89569;0,5;1,0
H5;H8s;-0,16048;0,5;1,0
H5;H9a;0,65661;0,5;1,0
H5;H9s;0,15737;0,5;1,0
H5;H7;-0,46345;0,5;1,0
H6a;H6s;12,965;0,5;1,0
H6a;H7;1,2643;0,5;1,0
H6a;H8a;0,87542;0,5;1,0
H6a;H8s;0,11513;0,5;1,0
H6a;H9a;-1,0262;0,5;1,0
H6a;H9s;-0,30179;0,5;1,0
H6s;H7;-0,091097;0,5;1,0
H6s;H8a;0,76134;0,5;1,0
H6s;H8s;0,16846;0,5;1,0
H6s;H9a;-0,10588;0,5;1,0
H6s;H9s;-0,14015;0,5;1,0
H7;H8a;2,2188;0,5;1,0
H7;H8s;0,48793;0,5;1,0
H7;H9a;-0,47555;0,5;1,0
H7;H9s;-0,85186;0,5;1,0
H8a;H8s;5,5222;0,5;1,0
H8a;H9a;-5,7295;0,5;1,0
H8a;H9s;-1,4317;0,5;1,0
H8s;H9a;-1,6739;0,5;1,0
H8s;H9s;-5,925;0,5;1,0
H9a;H9s;6,0054;0,5;1,0
