C1;C6;-0,72802;0,5;1,0
C2;C3;0,44196;0,5;1,0
C2;C10;-1,1186;0,5;1,0
C3;H3a;5,5649;0,5;1,0
C3;H3s;-6,2849;0,5;1,0
C3;C4;-0,54219;0,5;1,0
C4;H4a;-9,4995;0,5;1,0
C4;H4s;17,474;0,5;1,0
C4;C5;-0,0032145;0,5;1,0
C5;H5;-0,51899;0,5;1,0
C5;C6;1,2712;0,5;1,0
C5;C7;-1,1582;0,5;1,0
C6;H6a;-7,5961;0,5;1,0
C6;H6s;-1,7169;0,5;1,0
C7;C8;0,27144;0,5;1,0
C7;C9;0,68317;0,5;1,0
H3a;H3s;3,2912;0,5;1,0
H3a;H4a;-2,2253;0,5;1,0
H3a;H4s;2,4428;0,5;1,0
H3a;H5;-0,21871;0,5;1,0
H3a;H6a;-2,0539;0,5;1,0
H3s;H4a;-3,6684;0,5;1,0
H3s;H4s;-2,4065;0,5;1,0
H3s;H5;-0,94103;0,5;1,0
H4a;H4s;2,4582;0,5;1,0
H4a;H5;-0,23027;0,5;1,0
H4a;H6a;3,8118;0,5;1,0
H4a;H6s;0,64866;0,5;1,0
H4s;H5;-1,1275;0,5;1,0
H4s;H6a;0,92408;0,5;1,0
H4s;H6s;0,5636;0,5;1,0
H5;H6a;2,7579;0,5;1,0
H5;H6s;5,8877;0,5;1,0
H6a;H6s;-0,23923;0,5;1,0
C1;H6a;-1,6924;0,5;1,0
C2;H3s;0,83161;0,5;1,0
C3;H4s;1,3022;0,5;1,0
C4;H3a;0,4008;0,5;1,0
C4;H5;-0,62724;0,5;1,0
C5;H4a;-0,065582;0,5;1,0
C5;H6a;0,37563;0,5;1,0
C6;H5;1,9914;0,5;1,0
C7;H5;-1,3729;0,5;1,0
