C1;C14;0.700;1.00;1.00
C2;H2;-14.872;1.00;1.00
C3;H3;7.800;1.00;1.00
C5;C15;-1.508;1.00;1.00
C7;H7;6.916;1.00;1.00
C8;H8;8.290;1.00;1.00
C9;H9b;-0.431;1.00;1.00
C10;H10a;-14.675;1.00;1.00
C10;H10b;9.585;1.00;1.00
C11;H11;6.427;1.00;1.00
C11;C13;0.647;1.00;1.00
H2;H3;-1.809;1.00;1.00
H2;H10a;1.673;1.00;1.00
H2;H10b;1.256;1.00;1.00
H7;H8;1.774;1.00;1.00
H7;H9a;-4.502;1.00;1.00
H7;H9b;-0.370;1.00;1.00
H9a;H10a;1.873;1.00;1.00
H9a;H10b;1.813;1.00;1.00
H9a;H9b;8.315;1.00;1.00
H9b;H10a;1.692;1.00;1.00
H9b;H10b;2.380;1.00;1.00
H10a;H10b;-3.200;1.00;1.00
