C1;H1;-2.5165;0.5;1.0
C2;H2;7.9793;0.5;1.0
C3;H3;11.684;0.5;1.0
C4;H4;-2.6089;0.5;1.0
H1;H2;3.8967;0.5;1.0
H2;H3;-0.89314;0.5;1.0
H3;H4;2.5751;0.5;1.0
C8;H8;2.607;0.5;1.0
C11;H11a;-0.12708;0.5;1.0
C11;H11b;-4.7625;0.5;1.0
H11a;H11b;-1.8726;0.5;1.0
C12;H12;-7.4564;0.5;1.0
H11a;H12;-3.1421;0.5;1.0
H11b;H12;-2.7667;0.5;1.0
C13;H13;7.2761;0.5;1.0
H12;H13;2.9633;0.5;1.0
C14;H14;-7.4773;0.5;1.0
H13;H14;0.95684;0.5;1.0
C15;H15a;-8.5732;0.5;1.0
C15;H15b;10.056;0.5;1.0
H15a;H15b;4.9351;0.5;1.0
H14;H15a;0.45856;0.5;1.0
H14;H15b;3.3565;0.5;1.0
C16;H16;5.2032;0.5;1.0
H15a;H16;-1.1692;0.5;1.0
H15b;H16;-0.91166;0.5;1.0
C17;H17a;4.6004;0.5;1.0
C17;H17b;-12.595;0.5;1.0
H17a;H17b;-3.4557;0.5;1.0
C18;H18a;0.22449;0.5;1.0
C18;H18b;4.462;0.5;1.0
H18a;H18b;0.35185;0.5;1.0
H17a;H18a;4.8635;0.5;1.0
H17a;H18b;2.0558;0.5;1.0
H17b;H18a;0.79157;0.5;1.0
H17b;H18b;2.4724;0.5;1.0
C20;H20a;-12.573;0.5;1.0
C20;H20b;7.2527;0.5;1.0
H20a;H20b;-5.7471;0.5;1.0
C22;H22;8.2652;0.5;1.0
C23;H23a;9.7559;0.5;1.0
C23;H23b;-9.4583;0.5;1.0
H23a;H23b;-1.087;0.5;1.0
H22;H23a;-0.11618;0.5;1.0
H22;H23b;0.016962;0.5;1.0
