C1;H1;2.2191;0.5;1.0
C2;H2;9.0357;0.5;1.0
C3;H3;-8.1948;0.5;1.0
C4;H4;2.2932;0.5;1.0
H1;H2;-2.8319;0.5;1.0
H2;H3;0.69149;0.5;1.0
H3;H4;3.0817;0.5;1.0
C8;H8;-14.277;0.5;1.0
C11;H11a;6.9337;0.5;1.0
C11;H11b;-13.312;0.5;1.0
H11a;H11b;-6.4;0.5;1.0
C12;H12;5.2554;0.5;1.0
H11a;H12;-0.75942;0.5;1.0
H11b;H12;-0.28166;0.5;1.0
C13;H13;-16.365;0.5;1.0
H12;H13;5.5427;0.5;1.0
C14;H14;8.8836;0.5;1.0
H13;H14;-0.53084;0.5;1.0
C15;H15a;-2.0943;0.5;1.0
C15;H15b;-15.67;0.5;1.0
H15a;H15b;-7.5332;0.5;1.0
H14;H15a;4.5914;0.5;1.0
H14;H15b;3.286;0.5;1.0
C16;H16;9.8809;0.5;1.0
H15a;H16;4.5778;0.5;1.0
H15b;H16;2.739;0.5;1.0
C17;H17a;15.946;0.5;1.0
C17;H17b;-3.3711;0.5;1.0
H17a;H17b;3.3514;0.5;1.0
C18;H18a;-2.6764;0.5;1.0
C18;H18b;9.2579;0.5;1.0
H18a;H18b;12.708;0.5;1.0
H17a;H18a;-3.0662;0.5;1.0
H17a;H18b;1.5493;0.5;1.0
H17b;H18a;-1.7209;0.5;1.0
H17b;H18b;1.1745;0.5;1.0
C20;H20a;-3.7022;0.5;1.0
C20;H20b;-16.686;0.5;1.0
H20a;H20b;-11.821;0.5;1.0
C22;H22;-16.348;0.5;1.0
C23;H23a;-1.7254;0.5;1.0
C23;H23b;-4.0318;0.5;1.00
H23a;H23b;-13.281;0.5;1.0
H22;H23a;3.5074;0.5;1.0
H22;H23b;-0.77403;0.5;1.0
