C1;H1;0,135;0,5;1,0
C1;C6;0,617;0,5;1,0
C1;C7;-0,292;0,5;1,0
C1;C2;-0,994;0,5;1,0
C2;C10;-1,415;0,5;1,0
C3;H3a;15,597;0,5;1,0
C3;H3s;-13,086;0,5;1,0
C3;C4;-0,534;0,5;1,0
C4;H4a;7,127;0,5;1,0
C4;H4s;4,881;0,5;1,0
C4;C5;-0,600;0,5;1,0
C5;H5;-9,266;0,5;1,0
C5;C6;0,630;0,5;1,0
C5;C7;0,345;0,5;1,0
C6;C8;-0,365;0,5;1,0
C6;C9;-0,184;0,5;1,0
C7;H7a;15,789;0,5;1,0
C7;H7s;-12,568;0,5;1,0
C10;H10a;-10,611;0,5;1,0
C10;H10s;1,830;0,5;1,0
H1;H3a;0,410;0,5;1,0
H1;H3s;-0,261;0,5;1,0
H1;H7a;1,474;0,5;1,0
H1;H7s;-2,465;0,5;1,0
H1;H10a;-1,169;0,5;1,0
H1;H10s;-5,239;0,5;1,0
H3a;H3s;0,840;0,5;1,0
H3a;H4a;-1,540;0,5;1,0
H3a;H4s;1,833;0,5;1,0
H3a;H5;-0,220;0,5;1,0
H3a;H7a;-4,779;0,5;1,0
H3a;H7s;-0,719;0,5;1,0
H3a;H10a;-0,841;0,5;1,0
H3a;H10s;0,289;0,5;1,0
H3s;H4a;-3,161;0,5;1,0
H3s;H4s;-1,582;0,5;1,0
H3s;H5;-0,840;0,5;1,0
H3s;H7a;-1,148;0,5;1,0
H3s;H7s;-0,574;0,5;1,0
H3s;H10a;-0,903;0,5;1,0
H3s;H10s;0,046;0,5;1,0
H4a;H4s;9,424;0,5;1,0
H4a;H5;0,095;0,5;1,0
H4a;H7a;-0,370;0,5;1,0
H4a;H7s;-0,389;0,5;1,0
H4a;H10a;-0,344;0,5;1,0
H4a;H10s;-0,079;0,5;1,0
H4s;H5;-4,350;0,5;1,0
H4s;H7a;0,129;0,5;1,0
H4s;H7s;-0,416;0,5;1,0
H4s;H10a;-0,273;0,5;1,0
H4s;H10s;-0,081;0,5;1,0
H5;H7a;1,477;0,5;1,0
H5;H7s;0,305;0,5;1,0
H5;H10a;-0,291;0,5;1,0
H5;H10s;-0,227;0,5;1,0
H7a;H7s;1,671;0,5;1,0
H7a;H10a;-0,775;0,5;1,0
H7a;H10s;-0,416;0,5;1,0
H7s;H10a;-0,497;0,5;1,0
H7s;H10s;-0,656;0,5;1,0
H10a;H10s;-1,731;0,5;1,0
